province,year,week,ndvi_mean,lst_day_mean,lst_night_mean
01 Distrito Nacional,2022,34,,,
02 Azua,2022,34,,,
03 Baoruco,2022,34,,,
04 Barahona,2022,34,,,
05 Dajabón,2022,34,,,
06 Duarte,2022,34,,,
07 Elías Piña,2022,34,,,
08 El Seibo,2022,34,,,
09 Espaillat,2022,34,,,
10 Independencia,2022,34,,,
11 La Altagracia,2022,34,,,
12 La Romana,2022,34,,,
13 La Vega,2022,34,,,
14 María Trinidad Sánchez,2022,34,,,
15 Monte Cristi,2022,34,,,
16 Pedernales,2022,34,,,
17 Peravia,2022,34,,,
18 Puerto Plata,2022,34,,,
19 Hermanas Mirabal,2022,34,,,
20 Samaná,2022,34,,,
21 San Cristóbal,2022,34,,,
22 San Juan,2022,34,,,
23 San Pedro de Macorís,2022,34,,,
24 Sánchez Ramírez,2022,34,,,
25 Santiago,2022,34,,,
26 Santiago Rodríguez,2022,34,,,
27 Valverde,2022,34,,,
28 Monseñor Nouel,2022,34,,,
29 Monte Plata,2022,34,,,
30 Hato Mayor,2022,34,,,
31 San José de Ocoa,2022,34,,,
32 Santo Domingo,2022,34,,,
01 Distrito Nacional,2022,35,,,
02 Azua,2022,35,,,
03 Baoruco,2022,35,,,
04 Barahona,2022,35,,,
05 Dajabón,2022,35,,,
06 Duarte,2022,35,,,
07 Elías Piña,2022,35,,,
08 El Seibo,2022,35,,,
09 Espaillat,2022,35,,,
10 Independencia,2022,35,,,
11 La Altagracia,2022,35,,,
12 La Romana,2022,35,,,
13 La Vega,2022,35,,,
14 María Trinidad Sánchez,2022,35,,,
15 Monte Cristi,2022,35,,,
16 Pedernales,2022,35,,,
17 Peravia,2022,35,,,
18 Puerto Plata,2022,35,,,
19 Hermanas Mirabal,2022,35,,,
20 Samaná,2022,35,,,
21 San Cristóbal,2022,35,,,
22 San Juan,2022,35,,,
23 San Pedro de Macorís,2022,35,,,
24 Sánchez Ramírez,2022,35,,,
25 Santiago,2022,35,,,
26 Santiago Rodríguez,2022,35,,,
27 Valverde,2022,35,,,
28 Monseñor Nouel,2022,35,,,
29 Monte Plata,2022,35,,,
30 Hato Mayor,2022,35,,,
31 San José de Ocoa,2022,35,,,
32 Santo Domingo,2022,35,,,
01 Distrito Nacional,2022,36,,,
02 Azua,2022,36,,,
03 Baoruco,2022,36,,,
04 Barahona,2022,36,,,
05 Dajabón,2022,36,,,
06 Duarte,2022,36,,,
07 Elías Piña,2022,36,,,
08 El Seibo,2022,36,,,
09 Espaillat,2022,36,,,
10 Independencia,2022,36,,,
11 La Altagracia,2022,36,,,
12 La Romana,2022,36,,,
13 La Vega,2022,36,,,
14 María Trinidad Sánchez,2022,36,,,
15 Monte Cristi,2022,36,,,
16 Pedernales,2022,36,,,
17 Peravia,2022,36,,,
18 Puerto Plata,2022,36,,,
19 Hermanas Mirabal,2022,36,,,
20 Samaná,2022,36,,,
21 San Cristóbal,2022,36,,,
22 San Juan,2022,36,,,
23 San Pedro de Macorís,2022,36,,,
24 Sánchez Ramírez,2022,36,,,
25 Santiago,2022,36,,,
26 Santiago Rodríguez,2022,36,,,
27 Valverde,2022,36,,,
28 Monseñor Nouel,2022,36,,,
29 Monte Plata,2022,36,,,
30 Hato Mayor,2022,36,,,
31 San José de Ocoa,2022,36,,,
32 Santo Domingo,2022,36,,,
01 Distrito Nacional,2022,37,,,
02 Azua,2022,37,,,
03 Baoruco,2022,37,,,
04 Barahona,2022,37,,,
05 Dajabón,2022,37,,,
06 Duarte,2022,37,,,
07 Elías Piña,2022,37,,,
08 El Seibo,2022,37,,,
09 Espaillat,2022,37,,,
10 Independencia,2022,37,,,
11 La Altagracia,2022,37,,,
12 La Romana,2022,37,,,
13 La Vega,2022,37,,,
14 María Trinidad Sánchez,2022,37,,,
15 Monte Cristi,2022,37,,,
16 Pedernales,2022,37,,,
17 Peravia,2022,37,,,
18 Puerto Plata,2022,37,,,
19 Hermanas Mirabal,2022,37,,,
20 Samaná,2022,37,,,
21 San Cristóbal,2022,37,,,
22 San Juan,2022,37,,,
23 San Pedro de Macorís,2022,37,,,
24 Sánchez Ramírez,2022,37,,,
25 Santiago,2022,37,,,
26 Santiago Rodríguez,2022,37,,,
27 Valverde,2022,37,,,
28 Monseñor Nouel,2022,37,,,
29 Monte Plata,2022,37,,,
30 Hato Mayor,2022,37,,,
31 San José de Ocoa,2022,37,,,
32 Santo Domingo,2022,37,,,
01 Distrito Nacional,2022,38,,,
02 Azua,2022,38,,,
03 Baoruco,2022,38,,,
04 Barahona,2022,38,,,
05 Dajabón,2022,38,,,
06 Duarte,2022,38,,,
07 Elías Piña,2022,38,,,
08 El Seibo,2022,38,,,
09 Espaillat,2022,38,,,
10 Independencia,2022,38,,,
11 La Altagracia,2022,38,,,
12 La Romana,2022,38,,,
13 La Vega,2022,38,,,
14 María Trinidad Sánchez,2022,38,,,
15 Monte Cristi,2022,38,,,
16 Pedernales,2022,38,,,
17 Peravia,2022,38,,,
18 Puerto Plata,2022,38,,,
19 Hermanas Mirabal,2022,38,,,
20 Samaná,2022,38,,,
21 San Cristóbal,2022,38,,,
22 San Juan,2022,38,,,
23 San Pedro de Macorís,2022,38,,,
24 Sánchez Ramírez,2022,38,,,
25 Santiago,2022,38,,,
26 Santiago Rodríguez,2022,38,,,
27 Valverde,2022,38,,,
28 Monseñor Nouel,2022,38,,,
29 Monte Plata,2022,38,,,
30 Hato Mayor,2022,38,,,
31 San José de Ocoa,2022,38,,,
32 Santo Domingo,2022,38,,,
01 Distrito Nacional,2022,39,,,
02 Azua,2022,39,,,
03 Baoruco,2022,39,,,
04 Barahona,2022,39,,,
05 Dajabón,2022,39,,,
06 Duarte,2022,39,,,
07 Elías Piña,2022,39,,,
08 El Seibo,2022,39,,,
09 Espaillat,2022,39,,,
10 Independencia,2022,39,,,
11 La Altagracia,2022,39,,,
12 La Romana,2022,39,,,
13 La Vega,2022,39,,,
14 María Trinidad Sánchez,2022,39,,,
15 Monte Cristi,2022,39,,,
16 Pedernales,2022,39,,,
17 Peravia,2022,39,,,
18 Puerto Plata,2022,39,,,
19 Hermanas Mirabal,2022,39,,,
20 Samaná,2022,39,,,
21 San Cristóbal,2022,39,,,
22 San Juan,2022,39,,,
23 San Pedro de Macorís,2022,39,,,
24 Sánchez Ramírez,2022,39,,,
25 Santiago,2022,39,,,
26 Santiago Rodríguez,2022,39,,,
27 Valverde,2022,39,,,
28 Monseñor Nouel,2022,39,,,
29 Monte Plata,2022,39,,,
30 Hato Mayor,2022,39,,,
31 San José de Ocoa,2022,39,,,
32 Santo Domingo,2022,39,,,
01 Distrito Nacional,2022,40,,,
02 Azua,2022,40,,,
03 Baoruco,2022,40,,,
04 Barahona,2022,40,,,
05 Dajabón,2022,40,,,
06 Duarte,2022,40,,,
07 Elías Piña,2022,40,,,
08 El Seibo,2022,40,,,
09 Espaillat,2022,40,,,
10 Independencia,2022,40,,,
11 La Altagracia,2022,40,,,
12 La Romana,2022,40,,,
13 La Vega,2022,40,,,
14 María Trinidad Sánchez,2022,40,,,
15 Monte Cristi,2022,40,,,
16 Pedernales,2022,40,,,
17 Peravia,2022,40,,,
18 Puerto Plata,2022,40,,,
19 Hermanas Mirabal,2022,40,,,
20 Samaná,2022,40,,,
21 San Cristóbal,2022,40,,,
22 San Juan,2022,40,,,
23 San Pedro de Macorís,2022,40,,,
24 Sánchez Ramírez,2022,40,,,
25 Santiago,2022,40,,,
26 Santiago Rodríguez,2022,40,,,
27 Valverde,2022,40,,,
28 Monseñor Nouel,2022,40,,,
29 Monte Plata,2022,40,,,
30 Hato Mayor,2022,40,,,
31 San José de Ocoa,2022,40,,,
32 Santo Domingo,2022,40,,,
01 Distrito Nacional,2022,41,,,
02 Azua,2022,41,,,
03 Baoruco,2022,41,,,
04 Barahona,2022,41,,,
05 Dajabón,2022,41,,,
06 Duarte,2022,41,,,
07 Elías Piña,2022,41,,,
08 El Seibo,2022,41,,,
09 Espaillat,2022,41,,,
10 Independencia,2022,41,,,
11 La Altagracia,2022,41,,,
12 La Romana,2022,41,,,
13 La Vega,2022,41,,,
14 María Trinidad Sánchez,2022,41,,,
15 Monte Cristi,2022,41,,,
16 Pedernales,2022,41,,,
17 Peravia,2022,41,,,
18 Puerto Plata,2022,41,,,
19 Hermanas Mirabal,2022,41,,,
20 Samaná,2022,41,,,
21 San Cristóbal,2022,41,,,
22 San Juan,2022,41,,,
23 San Pedro de Macorís,2022,41,,,
24 Sánchez Ramírez,2022,41,,,
25 Santiago,2022,41,,,
26 Santiago Rodríguez,2022,41,,,
27 Valverde,2022,41,,,
28 Monseñor Nouel,2022,41,,,
29 Monte Plata,2022,41,,,
30 Hato Mayor,2022,41,,,
31 San José de Ocoa,2022,41,,,
32 Santo Domingo,2022,41,,,
01 Distrito Nacional,2022,42,,,
02 Azua,2022,42,,,
03 Baoruco,2022,42,,,
04 Barahona,2022,42,,,
05 Dajabón,2022,42,,,
06 Duarte,2022,42,,,
07 Elías Piña,2022,42,,,
08 El Seibo,2022,42,,,
09 Espaillat,2022,42,,,
10 Independencia,2022,42,,,
11 La Altagracia,2022,42,,,
12 La Romana,2022,42,,,
13 La Vega,2022,42,,,
14 María Trinidad Sánchez,2022,42,,,
15 Monte Cristi,2022,42,,,
16 Pedernales,2022,42,,,
17 Peravia,2022,42,,,
18 Puerto Plata,2022,42,,,
19 Hermanas Mirabal,2022,42,,,
20 Samaná,2022,42,,,
21 San Cristóbal,2022,42,,,
22 San Juan,2022,42,,,
23 San Pedro de Macorís,2022,42,,,
24 Sánchez Ramírez,2022,42,,,
25 Santiago,2022,42,,,
26 Santiago Rodríguez,2022,42,,,
27 Valverde,2022,42,,,
28 Monseñor Nouel,2022,42,,,
29 Monte Plata,2022,42,,,
30 Hato Mayor,2022,42,,,
31 San José de Ocoa,2022,42,,,
32 Santo Domingo,2022,42,,,
01 Distrito Nacional,2022,43,,,
02 Azua,2022,43,,,
03 Baoruco,2022,43,,,
04 Barahona,2022,43,,,
05 Dajabón,2022,43,,,
06 Duarte,2022,43,,,
07 Elías Piña,2022,43,,,
08 El Seibo,2022,43,,,
09 Espaillat,2022,43,,,
10 Independencia,2022,43,,,
11 La Altagracia,2022,43,,,
12 La Romana,2022,43,,,
13 La Vega,2022,43,,,
14 María Trinidad Sánchez,2022,43,,,
15 Monte Cristi,2022,43,,,
16 Pedernales,2022,43,,,
17 Peravia,2022,43,,,
18 Puerto Plata,2022,43,,,
19 Hermanas Mirabal,2022,43,,,
20 Samaná,2022,43,,,
21 San Cristóbal,2022,43,,,
22 San Juan,2022,43,,,
23 San Pedro de Macorís,2022,43,,,
24 Sánchez Ramírez,2022,43,,,
25 Santiago,2022,43,,,
26 Santiago Rodríguez,2022,43,,,
27 Valverde,2022,43,,,
28 Monseñor Nouel,2022,43,,,
29 Monte Plata,2022,43,,,
30 Hato Mayor,2022,43,,,
31 San José de Ocoa,2022,43,,,
32 Santo Domingo,2022,43,,,
01 Distrito Nacional,2022,44,,,
02 Azua,2022,44,,,
03 Baoruco,2022,44,,,
04 Barahona,2022,44,,,
05 Dajabón,2022,44,,,
06 Duarte,2022,44,,,
07 Elías Piña,2022,44,,,
08 El Seibo,2022,44,,,
09 Espaillat,2022,44,,,
10 Independencia,2022,44,,,
11 La Altagracia,2022,44,,,
12 La Romana,2022,44,,,
13 La Vega,2022,44,,,
14 María Trinidad Sánchez,2022,44,,,
15 Monte Cristi,2022,44,,,
16 Pedernales,2022,44,,,
17 Peravia,2022,44,,,
18 Puerto Plata,2022,44,,,
19 Hermanas Mirabal,2022,44,,,
20 Samaná,2022,44,,,
21 San Cristóbal,2022,44,,,
22 San Juan,2022,44,,,
23 San Pedro de Macorís,2022,44,,,
24 Sánchez Ramírez,2022,44,,,
25 Santiago,2022,44,,,
26 Santiago Rodríguez,2022,44,,,
27 Valverde,2022,44,,,
28 Monseñor Nouel,2022,44,,,
29 Monte Plata,2022,44,,,
30 Hato Mayor,2022,44,,,
31 San José de Ocoa,2022,44,,,
32 Santo Domingo,2022,44,,,
01 Distrito Nacional,2022,45,,,
02 Azua,2022,45,,,
03 Baoruco,2022,45,,,
04 Barahona,2022,45,,,
05 Dajabón,2022,45,,,
06 Duarte,2022,45,,,
07 Elías Piña,2022,45,,,
08 El Seibo,2022,45,,,
09 Espaillat,2022,45,,,
10 Independencia,2022,45,,,
11 La Altagracia,2022,45,,,
12 La Romana,2022,45,,,
13 La Vega,2022,45,,,
14 María Trinidad Sánchez,2022,45,,,
15 Monte Cristi,2022,45,,,
16 Pedernales,2022,45,,,
17 Peravia,2022,45,,,
18 Puerto Plata,2022,45,,,
19 Hermanas Mirabal,2022,45,,,
20 Samaná,2022,45,,,
21 San Cristóbal,2022,45,,,
22 San Juan,2022,45,,,
23 San Pedro de Macorís,2022,45,,,
24 Sánchez Ramírez,2022,45,,,
25 Santiago,2022,45,,,
26 Santiago Rodríguez,2022,45,,,
27 Valverde,2022,45,,,
28 Monseñor Nouel,2022,45,,,
29 Monte Plata,2022,45,,,
30 Hato Mayor,2022,45,,,
31 San José de Ocoa,2022,45,,,
32 Santo Domingo,2022,45,,,
01 Distrito Nacional,2022,46,,,
02 Azua,2022,46,,,
03 Baoruco,2022,46,,,
04 Barahona,2022,46,,,
05 Dajabón,2022,46,,,
06 Duarte,2022,46,,,
07 Elías Piña,2022,46,,,
08 El Seibo,2022,46,,,
09 Espaillat,2022,46,,,
10 Independencia,2022,46,,,
11 La Altagracia,2022,46,,,
12 La Romana,2022,46,,,
13 La Vega,2022,46,,,
14 María Trinidad Sánchez,2022,46,,,
15 Monte Cristi,2022,46,,,
16 Pedernales,2022,46,,,
17 Peravia,2022,46,,,
18 Puerto Plata,2022,46,,,
19 Hermanas Mirabal,2022,46,,,
20 Samaná,2022,46,,,
21 San Cristóbal,2022,46,,,
22 San Juan,2022,46,,,
23 San Pedro de Macorís,2022,46,,,
24 Sánchez Ramírez,2022,46,,,
25 Santiago,2022,46,,,
26 Santiago Rodríguez,2022,46,,,
27 Valverde,2022,46,,,
28 Monseñor Nouel,2022,46,,,
29 Monte Plata,2022,46,,,
30 Hato Mayor,2022,46,,,
31 San José de Ocoa,2022,46,,,
32 Santo Domingo,2022,46,,,
01 Distrito Nacional,2022,47,,,
02 Azua,2022,47,,,
03 Baoruco,2022,47,,,
04 Barahona,2022,47,,,
05 Dajabón,2022,47,,,
06 Duarte,2022,47,,,
07 Elías Piña,2022,47,,,
08 El Seibo,2022,47,,,
09 Espaillat,2022,47,,,
10 Independencia,2022,47,,,
11 La Altagracia,2022,47,,,
12 La Romana,2022,47,,,
13 La Vega,2022,47,,,
14 María Trinidad Sánchez,2022,47,,,
15 Monte Cristi,2022,47,,,
16 Pedernales,2022,47,,,
17 Peravia,2022,47,,,
18 Puerto Plata,2022,47,,,
19 Hermanas Mirabal,2022,47,,,
20 Samaná,2022,47,,,
21 San Cristóbal,2022,47,,,
22 San Juan,2022,47,,,
23 San Pedro de Macorís,2022,47,,,
24 Sánchez Ramírez,2022,47,,,
25 Santiago,2022,47,,,
26 Santiago Rodríguez,2022,47,,,
27 Valverde,2022,47,,,
28 Monseñor Nouel,2022,47,,,
29 Monte Plata,2022,47,,,
30 Hato Mayor,2022,47,,,
31 San José de Ocoa,2022,47,,,
32 Santo Domingo,2022,47,,,
01 Distrito Nacional,2022,48,,,
02 Azua,2022,48,,,
03 Baoruco,2022,48,,,
04 Barahona,2022,48,,,
05 Dajabón,2022,48,,,
06 Duarte,2022,48,,,
07 Elías Piña,2022,48,,,
08 El Seibo,2022,48,,,
09 Espaillat,2022,48,,,
10 Independencia,2022,48,,,
11 La Altagracia,2022,48,,,
12 La Romana,2022,48,,,
13 La Vega,2022,48,,,
14 María Trinidad Sánchez,2022,48,,,
15 Monte Cristi,2022,48,,,
16 Pedernales,2022,48,,,
17 Peravia,2022,48,,,
18 Puerto Plata,2022,48,,,
19 Hermanas Mirabal,2022,48,,,
20 Samaná,2022,48,,,
21 San Cristóbal,2022,48,,,
22 San Juan,2022,48,,,
23 San Pedro de Macorís,2022,48,,,
24 Sánchez Ramírez,2022,48,,,
25 Santiago,2022,48,,,
26 Santiago Rodríguez,2022,48,,,
27 Valverde,2022,48,,,
28 Monseñor Nouel,2022,48,,,
29 Monte Plata,2022,48,,,
30 Hato Mayor,2022,48,,,
31 San José de Ocoa,2022,48,,,
32 Santo Domingo,2022,48,,,
01 Distrito Nacional,2022,49,,,
02 Azua,2022,49,,,
03 Baoruco,2022,49,,,
04 Barahona,2022,49,,,
05 Dajabón,2022,49,,,
06 Duarte,2022,49,,,
07 Elías Piña,2022,49,,,
08 El Seibo,2022,49,,,
09 Espaillat,2022,49,,,
10 Independencia,2022,49,,,
11 La Altagracia,2022,49,,,
12 La Romana,2022,49,,,
13 La Vega,2022,49,,,
14 María Trinidad Sánchez,2022,49,,,
15 Monte Cristi,2022,49,,,
16 Pedernales,2022,49,,,
17 Peravia,2022,49,,,
18 Puerto Plata,2022,49,,,
19 Hermanas Mirabal,2022,49,,,
20 Samaná,2022,49,,,
21 San Cristóbal,2022,49,,,
22 San Juan,2022,49,,,
23 San Pedro de Macorís,2022,49,,,
24 Sánchez Ramírez,2022,49,,,
25 Santiago,2022,49,,,
26 Santiago Rodríguez,2022,49,,,
27 Valverde,2022,49,,,
28 Monseñor Nouel,2022,49,,,
29 Monte Plata,2022,49,,,
30 Hato Mayor,2022,49,,,
31 San José de Ocoa,2022,49,,,
32 Santo Domingo,2022,49,,,
01 Distrito Nacional,2022,50,,,
02 Azua,2022,50,,,
03 Baoruco,2022,50,,,
04 Barahona,2022,50,,,
05 Dajabón,2022,50,,,
06 Duarte,2022,50,,,
07 Elías Piña,2022,50,,,
08 El Seibo,2022,50,,,
09 Espaillat,2022,50,,,
10 Independencia,2022,50,,,
11 La Altagracia,2022,50,,,
12 La Romana,2022,50,,,
13 La Vega,2022,50,,,
14 María Trinidad Sánchez,2022,50,,,
15 Monte Cristi,2022,50,,,
16 Pedernales,2022,50,,,
17 Peravia,2022,50,,,
18 Puerto Plata,2022,50,,,
19 Hermanas Mirabal,2022,50,,,
20 Samaná,2022,50,,,
21 San Cristóbal,2022,50,,,
22 San Juan,2022,50,,,
23 San Pedro de Macorís,2022,50,,,
24 Sánchez Ramírez,2022,50,,,
25 Santiago,2022,50,,,
26 Santiago Rodríguez,2022,50,,,
27 Valverde,2022,50,,,
28 Monseñor Nouel,2022,50,,,
29 Monte Plata,2022,50,,,
30 Hato Mayor,2022,50,,,
31 San José de Ocoa,2022,50,,,
32 Santo Domingo,2022,50,,,
01 Distrito Nacional,2022,51,,,
02 Azua,2022,51,,,
03 Baoruco,2022,51,,,
04 Barahona,2022,51,,,
05 Dajabón,2022,51,,,
06 Duarte,2022,51,,,
07 Elías Piña,2022,51,,,
08 El Seibo,2022,51,,,
09 Espaillat,2022,51,,,
10 Independencia,2022,51,,,
11 La Altagracia,2022,51,,,
12 La Romana,2022,51,,,
13 La Vega,2022,51,,,
14 María Trinidad Sánchez,2022,51,,,
15 Monte Cristi,2022,51,,,
16 Pedernales,2022,51,,,
17 Peravia,2022,51,,,
18 Puerto Plata,2022,51,,,
19 Hermanas Mirabal,2022,51,,,
20 Samaná,2022,51,,,
21 San Cristóbal,2022,51,,,
22 San Juan,2022,51,,,
23 San Pedro de Macorís,2022,51,,,
24 Sánchez Ramírez,2022,51,,,
25 Santiago,2022,51,,,
26 Santiago Rodríguez,2022,51,,,
27 Valverde,2022,51,,,
28 Monseñor Nouel,2022,51,,,
29 Monte Plata,2022,51,,,
30 Hato Mayor,2022,51,,,
31 San José de Ocoa,2022,51,,,
32 Santo Domingo,2022,51,,,
01 Distrito Nacional,2022,52,,,
02 Azua,2022,52,,,
03 Baoruco,2022,52,,,
04 Barahona,2022,52,,,
05 Dajabón,2022,52,,,
06 Duarte,2022,52,,,
07 Elías Piña,2022,52,,,
08 El Seibo,2022,52,,,
09 Espaillat,2022,52,,,
10 Independencia,2022,52,,,
11 La Altagracia,2022,52,,,
12 La Romana,2022,52,,,
13 La Vega,2022,52,,,
14 María Trinidad Sánchez,2022,52,,,
15 Monte Cristi,2022,52,,,
16 Pedernales,2022,52,,,
17 Peravia,2022,52,,,
18 Puerto Plata,2022,52,,,
19 Hermanas Mirabal,2022,52,,,
20 Samaná,2022,52,,,
21 San Cristóbal,2022,52,,,
22 San Juan,2022,52,,,
23 San Pedro de Macorís,2022,52,,,
24 Sánchez Ramírez,2022,52,,,
25 Santiago,2022,52,,,
26 Santiago Rodríguez,2022,52,,,
27 Valverde,2022,52,,,
28 Monseñor Nouel,2022,52,,,
29 Monte Plata,2022,52,,,
30 Hato Mayor,2022,52,,,
31 San José de Ocoa,2022,52,,,
32 Santo Domingo,2022,52,,,
01 Distrito Nacional,2023,1,,,
02 Azua,2023,1,,,
03 Baoruco,2023,1,,,
04 Barahona,2023,1,,,
05 Dajabón,2023,1,,,
06 Duarte,2023,1,,,
07 Elías Piña,2023,1,,,
08 El Seibo,2023,1,,,
09 Espaillat,2023,1,,,
10 Independencia,2023,1,,,
11 La Altagracia,2023,1,,,
12 La Romana,2023,1,,,
13 La Vega,2023,1,,,
14 María Trinidad Sánchez,2023,1,,,
15 Monte Cristi,2023,1,,,
16 Pedernales,2023,1,,,
17 Peravia,2023,1,,,
18 Puerto Plata,2023,1,,,
19 Hermanas Mirabal,2023,1,,,
20 Samaná,2023,1,,,
21 San Cristóbal,2023,1,,,
22 San Juan,2023,1,,,
23 San Pedro de Macorís,2023,1,,,
24 Sánchez Ramírez,2023,1,,,
25 Santiago,2023,1,,,
26 Santiago Rodríguez,2023,1,,,
27 Valverde,2023,1,,,
28 Monseñor Nouel,2023,1,,,
29 Monte Plata,2023,1,,,
30 Hato Mayor,2023,1,,,
31 San José de Ocoa,2023,1,,,
32 Santo Domingo,2023,1,,,
01 Distrito Nacional,2023,2,,,
02 Azua,2023,2,,,
03 Baoruco,2023,2,,,
04 Barahona,2023,2,,,
05 Dajabón,2023,2,,,
06 Duarte,2023,2,,,
07 Elías Piña,2023,2,,,
08 El Seibo,2023,2,,,
09 Espaillat,2023,2,,,
10 Independencia,2023,2,,,
11 La Altagracia,2023,2,,,
12 La Romana,2023,2,,,
13 La Vega,2023,2,,,
14 María Trinidad Sánchez,2023,2,,,
15 Monte Cristi,2023,2,,,
16 Pedernales,2023,2,,,
17 Peravia,2023,2,,,
18 Puerto Plata,2023,2,,,
19 Hermanas Mirabal,2023,2,,,
20 Samaná,2023,2,,,
21 San Cristóbal,2023,2,,,
22 San Juan,2023,2,,,
23 San Pedro de Macorís,2023,2,,,
24 Sánchez Ramírez,2023,2,,,
25 Santiago,2023,2,,,
26 Santiago Rodríguez,2023,2,,,
27 Valverde,2023,2,,,
28 Monseñor Nouel,2023,2,,,
29 Monte Plata,2023,2,,,
30 Hato Mayor,2023,2,,,
31 San José de Ocoa,2023,2,,,
32 Santo Domingo,2023,2,,,
01 Distrito Nacional,2023,3,,,
02 Azua,2023,3,,,
03 Baoruco,2023,3,,,
04 Barahona,2023,3,,,
05 Dajabón,2023,3,,,
06 Duarte,2023,3,,,
07 Elías Piña,2023,3,,,
08 El Seibo,2023,3,,,
09 Espaillat,2023,3,,,
10 Independencia,2023,3,,,
11 La Altagracia,2023,3,,,
12 La Romana,2023,3,,,
13 La Vega,2023,3,,,
14 María Trinidad Sánchez,2023,3,,,
15 Monte Cristi,2023,3,,,
16 Pedernales,2023,3,,,
17 Peravia,2023,3,,,
18 Puerto Plata,2023,3,,,
19 Hermanas Mirabal,2023,3,,,
20 Samaná,2023,3,,,
21 San Cristóbal,2023,3,,,
22 San Juan,2023,3,,,
23 San Pedro de Macorís,2023,3,,,
24 Sánchez Ramírez,2023,3,,,
25 Santiago,2023,3,,,
26 Santiago Rodríguez,2023,3,,,
27 Valverde,2023,3,,,
28 Monseñor Nouel,2023,3,,,
29 Monte Plata,2023,3,,,
30 Hato Mayor,2023,3,,,
31 San José de Ocoa,2023,3,,,
32 Santo Domingo,2023,3,,,
01 Distrito Nacional,2023,4,,,
02 Azua,2023,4,,,
03 Baoruco,2023,4,,,
04 Barahona,2023,4,,,
05 Dajabón,2023,4,,,
06 Duarte,2023,4,,,
07 Elías Piña,2023,4,,,
08 El Seibo,2023,4,,,
09 Espaillat,2023,4,,,
10 Independencia,2023,4,,,
11 La Altagracia,2023,4,,,
12 La Romana,2023,4,,,
13 La Vega,2023,4,,,
14 María Trinidad Sánchez,2023,4,,,
15 Monte Cristi,2023,4,,,
16 Pedernales,2023,4,,,
17 Peravia,2023,4,,,
18 Puerto Plata,2023,4,,,
19 Hermanas Mirabal,2023,4,,,
20 Samaná,2023,4,,,
21 San Cristóbal,2023,4,,,
22 San Juan,2023,4,,,
23 San Pedro de Macorís,2023,4,,,
24 Sánchez Ramírez,2023,4,,,
25 Santiago,2023,4,,,
26 Santiago Rodríguez,2023,4,,,
27 Valverde,2023,4,,,
28 Monseñor Nouel,2023,4,,,
29 Monte Plata,2023,4,,,
30 Hato Mayor,2023,4,,,
31 San José de Ocoa,2023,4,,,
32 Santo Domingo,2023,4,,,
01 Distrito Nacional,2023,5,,,
02 Azua,2023,5,,,
03 Baoruco,2023,5,,,
04 Barahona,2023,5,,,
05 Dajabón,2023,5,,,
06 Duarte,2023,5,,,
07 Elías Piña,2023,5,,,
08 El Seibo,2023,5,,,
09 Espaillat,2023,5,,,
10 Independencia,2023,5,,,
11 La Altagracia,2023,5,,,
12 La Romana,2023,5,,,
13 La Vega,2023,5,,,
14 María Trinidad Sánchez,2023,5,,,
15 Monte Cristi,2023,5,,,
16 Pedernales,2023,5,,,
17 Peravia,2023,5,,,
18 Puerto Plata,2023,5,,,
19 Hermanas Mirabal,2023,5,,,
20 Samaná,2023,5,,,
21 San Cristóbal,2023,5,,,
22 San Juan,2023,5,,,
23 San Pedro de Macorís,2023,5,,,
24 Sánchez Ramírez,2023,5,,,
25 Santiago,2023,5,,,
26 Santiago Rodríguez,2023,5,,,
27 Valverde,2023,5,,,
28 Monseñor Nouel,2023,5,,,
29 Monte Plata,2023,5,,,
30 Hato Mayor,2023,5,,,
31 San José de Ocoa,2023,5,,,
32 Santo Domingo,2023,5,,,
01 Distrito Nacional,2023,6,,,
02 Azua,2023,6,,,
03 Baoruco,2023,6,,,
04 Barahona,2023,6,,,
05 Dajabón,2023,6,,,
06 Duarte,2023,6,,,
07 Elías Piña,2023,6,,,
08 El Seibo,2023,6,,,
09 Espaillat,2023,6,,,
10 Independencia,2023,6,,,
11 La Altagracia,2023,6,,,
12 La Romana,2023,6,,,
13 La Vega,2023,6,,,
14 María Trinidad Sánchez,2023,6,,,
15 Monte Cristi,2023,6,,,
16 Pedernales,2023,6,,,
17 Peravia,2023,6,,,
18 Puerto Plata,2023,6,,,
19 Hermanas Mirabal,2023,6,,,
20 Samaná,2023,6,,,
21 San Cristóbal,2023,6,,,
22 San Juan,2023,6,,,
23 San Pedro de Macorís,2023,6,,,
24 Sánchez Ramírez,2023,6,,,
25 Santiago,2023,6,,,
26 Santiago Rodríguez,2023,6,,,
27 Valverde,2023,6,,,
28 Monseñor Nouel,2023,6,,,
29 Monte Plata,2023,6,,,
30 Hato Mayor,2023,6,,,
31 San José de Ocoa,2023,6,,,
32 Santo Domingo,2023,6,,,
01 Distrito Nacional,2023,7,,,
02 Azua,2023,7,,,
03 Baoruco,2023,7,,,
04 Barahona,2023,7,,,
05 Dajabón,2023,7,,,
06 Duarte,2023,7,,,
07 Elías Piña,2023,7,,,
08 El Seibo,2023,7,,,
09 Espaillat,2023,7,,,
10 Independencia,2023,7,,,
11 La Altagracia,2023,7,,,
12 La Romana,2023,7,,,
13 La Vega,2023,7,,,
14 María Trinidad Sánchez,2023,7,,,
